record,uuid,start_date,date,status,hCountry,dTrack,LOIM,xpanelPartner,QualityScore_TOTAL,QC_FLAGSr1,S0,S1,S2r1,S2r2,S2r3,S2r4,S2r5,S2r6,S2r7,S2r8,S2r99,S3,S4r1,S4r2,S4r3,S4r4,S4r99,S5r1,S5r2,S5r3,S5r4,S5r99,S5r98,S6,S6r97oe,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r97,S7r98,S7r97oe,S8,S9r1,S9r2,S9r3,S9r4,S9r5,S9r6,S9r7,S9r8,S9r9,S9r10,S9r99,hS9CountSwitchers,TimeSection_Screener,Q1,Q2,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Flag_Q3_SL,Q4,Q5r1,Q6r1,Q6r2,Q6r3,Q6r4,Q6r5,Q6r6,Q6r7,Flag_Q6,Flag_Q6_SL,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Flag_Q7_SL,Q8,Q9,hACUVUE,hBAUSCH,TimeSection_Section_A
8429,srumvhxb939xkfeh,9/10/2025 16:05,9/10/2025 16:49,3,2,0,42.45,7,22.161853649500000,0,1,2,0,0,0,0,0,0,0,0,1,22,0,0,0,1,0,1,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,0,0,0,0,1,0,39.34,10,1,2,2,2,1,1,1,2,0,1,These lenses offer exceptional comfort that lasts from morning until night. The sharp vision helps me with detailed work requiring precision. Daily disposal makes lens care completely hassle-free. The UV blocking feature protects my eyes during outdoor activities. They maintain a natural eye appearance that looks authentic. The moisture retention technology prevents dryness during long computer sessions.,1,2,1,2,5,2,1,0,0,1,2,1,1,1,0,1,1,1,0,3.08
8512,x01n71btpmt7c0xn,9/10/2025 18:47,9/10/2025 19:09,3,2,0,20.13,7,58.108698273500000,1,1,2,0,0,0,0,0,0,0,0,1,43,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,1,0,1,0,1,0,1,0,0,0,14.06,10,2,2,2,2,2,1,2,2,0,2,"I am satisfied with ACUVUE OASYS 1-Day lenses because they provide all day comfort, clear vision and convenient. The daily disposable design keeps my eyes healthy and reduces dryness effectively.",2,2,2,2,5,1,2,0,0,1,1,1,1,1,1,2,2,1,0,6.07
8548,74vvn0rzb1vsaqhq,9/10/2025 19:39,9/10/2025 20:13,3,2,0,33.22,7,47.559985338700000,0,1,2,0,0,0,0,0,0,0,0,1,33,1,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,0,0,0,0,1,0,11.16,8,2,1,2,2,2,2,2,1,0,1,I am really happy with them because they are comfortable to wear all daylong without causing any discomfort and also provide very clear and consistent vision.,1,2,2,2,5,4,2,0,0,2,2,1,1,1,0,2,1,1,0,22.02
8549,8tadkj5nt7ej2yh9,9/10/2025 19:39,9/10/2025 20:16,3,2,0,35.55,7,41.752711849700000,0,1,2,0,0,0,0,0,0,0,0,1,28,0,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,0,0,0,0,0,1,0,12.90,9,1,1,2,1,2,1,1,1,0,2,"Because they are comfortable to wear and don't dry out with long use, they are perfect for wearing for hours.",1,2,2,2,5,3,2,0,0,2,2,1,1,1,0,2,2,1,0,22.62
8551,kc2d921k07hzzgrw,9/10/2025 19:58,9/10/2025 20:14,3,2,0,14.10,7,57.067475210400000,0,1,2,0,0,0,0,0,0,0,0,1,25,0,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,0,0,0,0,1,0,3.26,10,2,2,2,2,2,2,1,2,0,2,Because these lenses are fully comfortable to me and it prevents dryness or irritation and provide completely clear vision and they are easy to use.,1,2,2,2,5,4,2,0,0,2,2,1,1,1,0,2,2,1,0,10.82
8553,t0a5gst3pq9bvywc,9/10/2025 20:19,9/10/2025 20:27,3,2,0,7.47,7,54.637715923000000,0,1,1,0,0,0,0,0,0,0,0,1,24,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,0,0,0,0,0,1,0,2.41,8,2,1,1,1,1,2,2,1,0,1,"I'm very satisfied with these lenses .They feel lightweight and stay comfortable all day , giving me clear vision without causing any dryness or irritation.",1,2,1,1,5,3,2,0,0,1,1,2,1,1,0,1,1,1,0,5.03
8554,gsesnkrswa0e50k8,9/10/2025 20:19,9/10/2025 20:25,3,2,0,4.68,7,36.093903496600000,0,1,2,0,0,0,0,0,0,0,0,1,22,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,0,0,0,0,1,0,1.17,9,2,2,1,1,3,2,2,1,0,2,"They are comfortable enough to wear all day, keep my eyes moist, and provide clear vision without causing any irritation.",1,1,2,2,5,1,2,0,0,1,1,1,2,2,0,2,2,1,0,3.46
8555,czh1zn567qb61c6p,9/10/2025 20:19,9/10/2025 20:26,3,2,0,6.20,7,41.885644283900000,0,1,2,0,0,0,0,0,0,0,0,1,24,0,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,0,0,0,0,1,0,1.59,8,2,1,2,2,2,2,2,1,0,2,"These lenses are perfect for my daily use and using screens, prevents dryness and ichiness  and is easy to wear and remove for me.",1,2,2,2,5,4,2,0,0,2,2,1,1,1,0,2,2,1,0,4.59
8557,955chujha8wn29cd,9/10/2025 20:25,9/10/2025 20:33,3,2,0,6.25,7,43.889762281700000,0,1,2,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,0,0,0,0,1,0,2.58,8,2,2,2,2,2,2,1,3,0,1,I’m happy because they remain comfortable throughout my entire workday.,2,3,2,2,5,1,1,0,0,1,2,2,1,1,0,2,1,1,0,3.63
8559,w99u6b3d8y8brkx5,9/10/2025 20:27,9/10/2025 20:32,3,2,0,3.53,7,42.370271986400000,0,1,1,0,0,0,0,0,0,0,0,1,24,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,0,0,0,0,1,0,0.87,8,2,2,2,1,2,2,1,3,0,2,Because It a trustworthy brand and easy to use.,1,1,2,1,5,2,3,0,0,1,1,1,2,1,0,2,1,1,0,2.61
8576,gad8dy8fphjnntek,9/10/2025 23:03,9/10/2025 23:13,3,2,0,8.13,7,62.482310895000000,2,1,2,0,0,0,0,0,0,0,0,1,43,1,1,1,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,1,0,0,0,0,0,1,0,0,0,3.51,8,1,2,3,2,2,2,2,2,0,2,"They stay comfortable all day long even after hours of screen time, and I never feel any dryness or irritation in my eyes during use.",2,2,2,2,5,2,2,0,1,1,1,1,1,1,1,2,2,1,0,4.59
