record,uuid,start_date,date,status,hCountry,dTrack,LOIM,xpanelPartner,QualityScore_TOTAL,QC_FLAGSr1,S0,S1,S2r1,S2r2,S2r3,S2r4,S2r5,S2r6,S2r7,S2r8,S2r99,S3,S4r1,S4r2,S4r3,S4r4,S4r99,S5r1,S5r2,S5r3,S5r4,S5r99,S5r98,S6,S6r97oe,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r97,S7r98,S7r97oe,S8,S9r1,S9r2,S9r3,S9r4,S9r5,S9r6,S9r7,S9r8,S9r9,S9r10,S9r99,hS9CountSwitchers,TimeSection_Screener,Q1,Q2,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Flag_Q3_SL,Q4,Q5r1,Q6r1,Q6r2,Q6r3,Q6r4,Q6r5,Q6r6,Q6r7,Flag_Q6,Flag_Q6_SL,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Flag_Q7_SL,Q8,Q9,hACUVUE,hBAUSCH,TimeSection_Section_A
6002,t5frupppcvvcn27d,9/4/2025 19:51,9/4/2025 19:58,Qualified,USA,No Changes,6.60,NextON,53.737641779700000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,35,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,1.42,11,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,No,Strongly satisfied,The lenses keep my eyes hydrated and moist even in dry environments.,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Does not Apply,Applies,Applies,Does not Apply,No,Strongly agree,Agree,No,Yes,5.08
6009,8rz1b3daafnfmat0,9/4/2025 20:04,9/4/2025 20:12,Qualified,USA,No Changes,6.32,NextON,41.622693628400000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,1.69,8,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,Satisfied,The lenses are easy to insert and remove.,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Does not Apply,Applies,Applies,Does not Apply,Applies,No,Strongly agree,Strongly agree,No,Yes,4.60
6012,y3gkcuer4xyuj8yh,9/4/2025 20:17,9/4/2025 20:25,Qualified,USA,No Changes,6.77,NextON,42.604246030200000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,32,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,Yes,Yes,No,No,No,,No,No,2.08,10,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,No more dryness or irritation in my eye all day perfect for my long work hours,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Does not Apply,Does not Apply,Applies,Applies,Applies,No,Strongly agree,Neither agree nor disagree,No,Yes,4.64
6013,ug71zt0ybzv2m10n,9/4/2025 20:17,9/4/2025 20:26,Qualified,USA,No Changes,8.27,NextON,22.805700755000000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,No,No,Yes,Yes,,No,No,1.88,9,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,No,Satisfied,Insertion is incredibly easy every morning they do not stick or fold on my finger,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Agree,Strongly agree,No,Yes,6.35
6014,jnfjdthp7ad0ysub,9/4/2025 20:17,9/4/2025 20:28,Qualified,USA,No Changes,9.98,NextON,48.005359355800000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,26,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,Yes,Yes,No,No,,No,No,1.82,11,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,No,Strongly satisfied,They are ideal for my active lifestyle from gym workouts to weekend hikes,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,No,No,Does not Apply,Does not Apply,Applies,Applies,Applies,No,Agree,Strongly agree,No,Yes,8.11
6015,wp9jrwwgt91qr76d,9/4/2025 20:18,9/4/2025 20:30,Qualified,USA,No Changes,6.80,NextON,24.744613771200000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,32,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,2.34,10,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neither agree nor disagree,No,Satisfied,I like the convenience of travel with daily disposables.,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Agree,Strongly agree,No,Yes,4.42
6016,wevs56kzm6tp6502,9/4/2025 20:18,9/4/2025 20:26,Qualified,USA,No Changes,7.43,NextON,47.278776225600000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,31,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,2.34,8,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,My eyes feel lees dry in air conditioned rooms.,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Does not Apply,Applies,Does not Apply,Does not Apply,Applies,No,Agree,Agree,No,Yes,5.06
6017,frrhn7cmk7w4m2df,9/4/2025 20:18,9/4/2025 20:27,Qualified,USA,No Changes,7.55,NextON,29.110562461700000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,28,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,2.35,9,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,No,Strongly satisfied,The lenses keep my eyes looking bright and professional settings.,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Applies,No,Agree,Agree,No,Yes,5.18
6018,u1n8a9mhjzxgvb6r,9/4/2025 20:19,9/4/2025 20:27,Qualified,USA,No Changes,7.12,NextON,28.672487678600000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,36,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,1.94,11,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,I notice fewer headaches and eye strain compared to before.,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Applies,No,Strongly agree,Strongly agree,No,Yes,5.14
6022,9sp4sp8v5j1jg9jf,9/4/2025 20:32,9/4/2025 20:38,Qualified,USA,No Changes,5.05,NextON,49.675607821100000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,36,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,Yes,No,Yes,No,No,No,,No,No,1.26,9,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,No,Satisfied,They just feel like a part of me not a medical device i have to constantly manage,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Strongly agree,Agree,No,Yes,3.74
6023,a5arrb4qh2zbavxj,9/4/2025 20:36,9/4/2025 20:46,Qualified,USA,No Changes,9.12,NextON,24.707550087700000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,32,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,3.53,12,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,No,Satisfied,They make my eyes feel naturally hydrated not artificially wet.,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Does not Apply,Applies,Applies,No,Agree,Strongly agree,No,Yes,5.54
6026,q5c86s120gzd1qn3,9/4/2025 20:36,9/4/2025 20:46,Qualified,USA,No Changes,9.08,NextON,29.285932269600000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,34,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,3.45,11,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,No,Strongly satisfied,I like that they designed with eye health in my mind not just vision.,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,No,No,Applies,Applies,Does not Apply,Applies,Applies,No,Strongly agree,Neither agree nor disagree,No,Yes,5.61
6030,anuy0g08f9e3vg2j,9/4/2025 20:42,9/4/2025 20:49,Qualified,USA,No Changes,5.78,NextON,60.200038997800000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,28,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,Yes,Yes,No,No,No,No,No,,No,No,1.30,9,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,No,Strongly satisfied,They make driving through a tunnel and back into bright sunlight less jarring,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Does not Apply,No,Strongly agree,Agree,No,Yes,4.42
6031,14kdnft0atwpfxwu,9/4/2025 20:42,9/4/2025 20:49,Qualified,USA,No Changes,6.13,NextON,46.667389258900000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,38,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,Yes,Yes,No,No,,No,No,1.32,12,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,No,Satisfied,I can wear them for my video calls without that dry glassy eyed look on camera,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,No,No,Applies,Applies,Does not Apply,Applies,Applies,No,Agree,Strongly agree,No,Yes,4.74
6032,9czw4ey7d8t9us48,9/4/2025 20:42,9/4/2025 20:49,Qualified,USA,No Changes,5.98,NextON,40.428896003700000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,33,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,Yes,No,Yes,No,No,No,No,,No,No,1.20,10,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,No,Strongly satisfied,I can hop in the pool for a quick dip and not feel immediate discomfort afterward,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Does not Apply,Applies,Applies,No,Strongly agree,Agree,No,Yes,4.74
6038,xa7gh863m44u3zrn,9/4/2025 20:52,9/4/2025 20:59,Qualified,USA,No Changes,6.12,NextON,41.356665704300000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,29,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,0.92,11,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,No,Satisfied,I don't get that gritty or sandy feeling that i used to with other brans.,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Agree,Agree,No,Yes,5.16
6045,0qdg8exabzyy3wcm,9/4/2025 21:06,9/4/2025 21:23,Qualified,USA,No Changes,15.28,Quest,79.758754689600000,0,"Yes, I consent",Prefer not to answer,No,No,No,No,No,No,No,No,Yes,55,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,Yes,No,No,No,Yes,No,Yes,7.37,6,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,No,Satisfied,"I love how thin and breathable they feel on my eyes. The high oxygen flow keeps my corneas healthy and prevents that tired, gritty feeling I got with other brands.",Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,No,No,Applies,Applies,Applies,Applies,Does not Apply,No,Strongly agree,Agree,Yes,No,7.89
6106,ctyy11ff7s5c05zr,9/4/2025 22:46,9/4/2025 22:54,Qualified,USA,No Changes,7.40,Quest,40.480098065000000,0,"Yes, I consent",Prefer not to answer,No,No,No,No,No,No,No,No,Yes,52,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,No,Yes,No,Yes,No,Yes,3.92,8,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,No,Satisfied,"The vision correction is consistently sharp and stable. Whether I'm reading screens or driving at night, these lenses provide crisp focus without any fluctuations.",Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Does not Apply,Applies,Applies,Does not Apply,No,Agree,Strongly agree,Yes,No,3.44
6107,knh23xdrzbpc2307,9/4/2025 22:46,9/4/2025 23:03,Qualified,USA,No Changes,14.20,Quest,55.732568062300000,0,"Yes, I consent",Prefer not to answer,No,No,No,No,No,No,No,No,Yes,53,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,Yes,No,Yes,6.26,10,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,No,Strongly satisfied,"They're exceptionally easy to handle during insertion. The slightly blue tint makes them visible against any surface, which is perfect for someone with less steady hands.",Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,No,No,Applies,Does not Apply,Applies,Does not Apply,Applies,No,Agree,Agree,Yes,No,7.92
6130,uv8fy7b8kjjc8rju,9/4/2025 23:16,9/4/2025 23:40,Qualified,USA,No Changes,13.12,Quest,63.556092567000000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,61,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,Yes,No,No,No,No,No,Yes,No,Yes,7.00,14,Agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,No,Satisfied,They provide excellent comfort for astigmatism correction. The stable rotation keeps my vision consistently sharp without the occasional blurring I experienced before.,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Disagree,No,No,Does not Apply,Applies,Does not Apply,Applies,Applies,No,Neither agree nor disagree,Agree,Yes,No,6.10
6131,ezuj2fw34eyc9wu2,9/4/2025 23:16,9/4/2025 23:29,Qualified,USA,No Changes,11.70,Quest,25.600330844300000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,46,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,No,No,No,Yes,Yes,No,Yes,7.17,14,Agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,No,Satisfied,"These lenses resist protein buildup remarkably well. Even after a long day, they stay clear and don't develop that cloudy film that reduces visual acuity.",Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,Applies,Applies,Does not Apply,Does not Apply,Applies,No,Agree,Strongly agree,Yes,No,4.51
6132,pfe9kvn5gxzfua3e,9/4/2025 23:17,9/4/2025 23:29,Qualified,USA,No Changes,10.98,Quest,27.576772201000000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,22,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,Yes,No,Yes,No,No,No,No,No,7.57,8,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,No,Strongly satisfied,"I'm really satisfied with these lenses because they stay comfortable all day, even after hours of screen time. My eyes never feel dry or tired, which is awesome for my busy schedule.",Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,No,No,Does not Apply,Does not Apply,Does not Apply,Does not Apply,Applies,No,Strongly agree,Strongly agree,Yes,No,3.40
6133,10yqvs96ftqcbwgy,9/4/2025 23:17,9/4/2025 23:34,Qualified,USA,No Changes,15.82,Quest,29.292755675600000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,38,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,Yes,No,No,No,No,No,13.14,7,Disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,No,Strongly satisfied,"The vision clarity is just perfect—no blurriness or adjustments needed. I forget I'm even wearing them, which makes my day so much easier.",Agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,No,No,Applies,Does not Apply,Does not Apply,Does not Apply,Applies,No,Agree,Strongly agree,Yes,No,2.66
6134,pph75nq9725rzypr,9/4/2025 23:17,9/4/2025 23:37,Qualified,USA,No Changes,19.43,Quest,26.246496754000000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,19,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,Yes,No,No,No,No,No,17.50,7,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,No,Strongly satisfied,"They’re super easy to put in and remove, and I’ve had zero irritation. Plus, the daily disposable style keeps things fresh and low-maintenance.",Strongly agree,Agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,No,No,Does not Apply,Does not Apply,Does not Apply,Applies,Applies,No,Agree,Strongly agree,Yes,No,1.91
6136,zcb3exp7rhczccy5,9/4/2025 23:21,9/4/2025 23:40,Qualified,USA,No Changes,18.37,Quest,38.385203649800000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,44,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,Yes,No,No,No,No,No,16.97,6,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,No,Strongly satisfied,"As someone who's always on the go, these lenses don’t slip or move around. They handle long days without any hassle, which I totally appreciate.",Agree,Strongly agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Strongly agree,No,No,Does not Apply,Does not Apply,Applies,Applies,Applies,No,Agree,Strongly agree,Yes,No,1.38
6139,6vm81pz9j9w0sc5y,9/4/2025 23:31,9/5/2025 0:11,Qualified,USA,No Changes,37.97,Quest,39.429640442000000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,23,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,Yes,Yes,No,No,No,No,33.81,6,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Strongly satisfied,Perfect for gym sessions. They don't shift during weightlifting like my old monthly lenses did.,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Strongly agree,Strongly agree,Yes,No,4.13
6145,1j7s0sk8s0ptyh8f,9/4/2025 23:39,9/4/2025 23:56,Qualified,USA,No Changes,15.08,Quest,44.479357540200000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,22,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,More than 2 years ago,No,,No,No,No,Yes,No,No,No,No,No,No,4.42,12,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,No,Strongly satisfied,"The balanced design prevents lens rotation issues. They stay perfectly positioned all day, providing stable vision without any unexpected blurring moments.",Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Neither agree nor disagree,No,No,Applies,Applies,Does not Apply,Does not Apply,Applies,No,Agree,Strongly agree,Yes,No,10.65
